Cuentos para unos y para otros,Esteban Dionicio Aguilera González,Clásicos: Novelas y Cuentos,Dec 2018,467,N/A
Libro de las desmesuras,Antonio Elio Brailovsky,Clásicos: Novelas y Cuentos,Dec 2018,200,N/A
Café caliente para esos días fríos - Volumen I,A.J.García,Clásicos: Novelas y Cuentos,Dec 2018,193,N/A
Las mujeres,M.C.,Clásicos: Novelas y Cuentos,Nov 2018,236,N/A
Canto de aves,constanza belen,Clásicos: Novelas y Cuentos,Nov 2018,170,129
Mare Nostrum,Vicente Blasco Ibáñez,Clásicos: Novelas y Cuentos,Jun 2011,8641,N/A
El Paraiso de las Mujeres,Vicente Blasco Ibáñez,Clásicos: Novelas y Cuentos,Jun 2011,3242,N/A
El Barril de Amontillado,Edgar Allan Poe,Clásicos: Novelas y Cuentos,Nov 2011,1713,7
Don Quijote y Güicho Panza,Jairo Luis Vega Manzano ,Clásicos: Novelas y Cuentos,Feb 2013,1271,444
Un Aroma Excitante,Omar A. Romero Urbina,Clásicos: Novelas y Cuentos,Oct 2018,622,N/A
La Ladrona ,Marcus Z.,Genocidio,Feb 2019,1461,N/A
El último beso y otros cuentos,Esteban Dionicio Aguilera González,Clásicos: Novelas y Cuentos,Feb 2019,176,N/A
Subterráneo,J.K.,Clásicos: Novelas y Cuentos,Jan 2019,217,N/A
Cuando el viento sopla,Manel Martin's,Clásicos: Novelas y Cuentos,Jan 2019,306,N/A
Iliada,Homero,Clásicos: Novelas y Cuentos,Sep 2012,2920,N/A
Cecilia Valdes o la Loma del Angel,Cirilo Villaverde,Clásicos: Novelas y Cuentos,Aug 2011,12713,691
El desierto,F. Mauriac,Clásicos: Novelas y Cuentos,Dec 2018,210,N/A
La Brizna de Paja,Hermanos Grimm,Literatura Infantil,Jun 2012,450,N/A
La Casa Encantada,Virginia Woolf,Clásicos: Novelas y Cuentos,Jun 2012,1412,N/A
La Mancha en la Pared,Virgina Woolf,Clásicos: Novelas y Cuentos,Jun 2012,797,N/A
El Huerto de Cenizas,Julio   Cesar   Carreras  González,Clásicos: Novelas y Cuentos,Sep 2016,611,276
Un fantasma para cada ocasión,Esteban Dionicio Aguilera González,Clásicos: Novelas y Cuentos,May 2019,112,N/A
La princesa de Babilonia,Voltaire,Ciencia Ficción,Apr 2019,307,N/A
Levedad ,Mildera,Clásicos: Novelas y Cuentos,Oct 2013,4938,138
El Nombre de la Rosa ,UE,Clásicos: Novelas y Cuentos,Sep 2018,942,N/A
Deudas y miserias,P. Roth,Ficción Contemporánea,Mar 2019,126,N/A
Madres y Otros Monstruos,Artifacs,Clásicos: Novelas y Cuentos,Mar 2019,129,N/A
La princesa,María G.,Despertar Espiritual,Feb 2019,267,N/A
Cosas Más Extrañas Pasan,Artifacs,Clásicos: Novelas y Cuentos,Feb 2019,189,N/A
(12),Julio Strasberg,Clásicos: Novelas y Cuentos,Feb 2019,66,N/A
Acunar los crujidos,Joachim  Schwabing,Clásicos: Novelas y Cuentos,Aug 2019,40,N/A
Nacimiento de un Imperio - Exelitt,Victor Alfonso Yusti Mendez,Clásicos: Novelas y Cuentos,Aug 2019,92,N/A
Sirenas. amores escritos en el agua,Alicia Cristina Karlsson,Clásicos: Novelas y Cuentos,Jul 2019,119,N/A
Pride and Prejudice (en inglés),Jane A.,Clásicos: Novelas y Cuentos,Jul 2019,88,N/A
Los años,G.W.,Ciencia Ficción,Jul 2019,103,N/A
El reloj de los deseos,Esteban Dionicio Aguilera González,Clásicos: Novelas y Cuentos,Jun 2019,122,N/A
Decamerón,Giovanni Boccaccio,Clásicos: Novelas y Cuentos,Oct 2011,5781,294
Algunos cuentos,J. López,Lecturas Rápidas,Jun 2019,243,N/A
The grapes of wrath (original en inglés),John Steinbeck,Clásicos: Novelas y Cuentos,May 2019,124,N/A
En Busca del Pasado,Manel Martin's,Clásicos: Novelas y Cuentos,Nov 2017,509,207
Cuentos Cortos para Leer en el Autobús,Pedro Fernandez Arregui,Lecturas Rápidas,Jul 2013,3217,111
Coloquio Entre Monos,Edgar Allan Poe,Clásicos: Novelas y Cuentos,Jul 2013,873,7
Globalización,Isaí Moreno,Clásicos: Novelas y Cuentos,Oct 2019,19,12
Cuentos y algo más,Joselo Montero Oviedo.,Ficción Contemporánea,Mar 2012,542,20
Pregúntale a los cipreses,Manel Martin's,Clásicos: Novelas y Cuentos,Sep 2019,121,224
La odisea de los Tejedores,Manel Martin's,Clásicos: Novelas y Cuentos,Sep 2019,99,172
X x Pandora,Manel Martin´s,Clásicos: Novelas y Cuentos,Sep 2019,226,170
Antología de cuentos. Parte 1,Esteban Dionicio Aguilera González,Clásicos: Novelas y Cuentos,Sep 2019,100,213
Los políglotas,William G.,Clásicos: Novelas y Cuentos,Sep 2019,306,N/A
Gardens,Virginia W.,Clásicos: Novelas y Cuentos,Aug 2019,217,N/A
El Lucero Oscuro,JG Millan,Clásicos: Novelas y Cuentos,Jan 2020,85,148
Chiviricuarta por mí.,Magda Juárez,Literatura Infantil,Jan 2020,21,95
Iván el tonto,Tolstoi,Clásicos: Novelas y Cuentos,Jan 2020,139,N/A
Cuentos Completos,Virginia Woolf,Clásicos: Novelas y Cuentos,Jan 2020,230,N/A
Ardiente y sin Capilla,Magda Juárez,Clásicos: Novelas y Cuentos,Dec 2019,121,163
Memorias de un duende navideño,Eloy Barba Domínguez,Literatura Infantil,Dec 2019,73,58
En el Furor del Silencio,Magda Juárez,Clásicos: Novelas y Cuentos,Dec 2019,118,82
Cuentos Urbanos,Magda Juárez,Clásicos: Novelas y Cuentos,Nov 2019,140,61
Los Ocultos Ecos,Magda Juárez,Clásicos: Novelas y Cuentos,Nov 2019,121,93
Doce Historias Extraordinarias,Jorge Alejandro Ricaldoni,Clásicos: Novelas y Cuentos,Oct 2019,393,89
"Un Paseo por París, Retratos al Natural",Roque Barcia,"Religión, Espiritualidad",Jun 2011,1644,N/A
Florante,Francisco Balagtas,Clásicos: Ensayos,Jun 2011,2595,N/A
El mundo de los Diamantes,José María Alarte,"Ciencia, Medicina",Nov 2011,1435,51
Masónicos 1,RA,"Religión, Espiritualidad",Nov 2011,863,N/A
Vida de Cervantes,Gregorio Mayans y Siscar,Clásicos: Novelas y Cuentos,Nov 2011,382,N/A
Centurias,Nostradamus,Clásicos: Ensayos,Nov 2011,1923,N/A
El Capital 1,Karl Marx,Clásicos: Ensayos,Oct 2011,5621,515
La Hermeneútica (Interpretacion de la Biblia),M S Terry,"Religión, Espiritualidad",Oct 2011,1252,156
Los Nueve Libros de la Historia Vol.3,Herodoto,"Historia, Geografía, Ciencias Políticas",Oct 2011,1267,184
Los Nueve Libros de la HIstoria Vol 2,Herodoto,"Historia, Geografía, Ciencias Políticas",Oct 2011,1451,190
Los nueve libros de la historia Vol 1,Herodoto,"Historia, Geografía, Ciencias Políticas",Oct 2011,2471,210
Evangelios Apócrifos,Varios Autores,"Religión, Espiritualidad",Oct 2011,6157,333
"La Historia de Alguien, Nadie y Todo el Mundo.",Emilio Doñe,Clásicos: Ensayos,Jan 2013,1350,2
De palo´leña,Emilio Doñe,Clásicos: Ensayos,Jan 2013,226,6
El Chispeante Epitafista Don Ludovico Di Betto,Jaime Alvarez Gutierrez,Clásicos: Ensayos,Dec 2012,507,1227
"Obras Completas Tomo XXII. Cabezas, Pensadores y Artistas",Ruben Darío,Clásicos: Ensayos,Oct 2012,158,192
La Democracia en España: Engaño y Utopía,Francisco Badarán,Clásicos: Ensayos,Jul 2012,244,188
An Angry God,Julio Carrancho,"Religión, Espiritualidad",Jul 2012,745,225
La Narrativa Moderna,Virgina Woolf,Clásicos: Ensayos,Jun 2012,718,N/A
Algoritmos,Eduardo,Clásicos: Ensayos,May 2012,1702,13
La Máscara Irónica,Medardo Ángel Silva,Clásicos: Ensayos,Apr 2012,357,10
Diez Mandamientos para Escribir con Estilo,Friedrich Nietzche,Filosofía Contemporánea,Mar 2012,1977,N/A
Homo Videns,Sartori,Derechos Humanos,Jun 2014,885,75
"Brecht, Vallejo y Bécquer",Mario Blacutt Mendoza,Clásicos: Ensayos,Apr 2014,619,82
Mapa de Negociación,José Antonio Arroyo Alvarado,Clásicos: Ensayos,Nov 2013,506,1
La Crónica Negra del Rock,JorgFabra,"Arte, Música, Teatro",Jul 2013,2776,135
Máximas Griegas y Latinas Comentadas,Kenneth A. Marlow,Ensayos,Jun 2013,2455,109
Los expulsados,Emilio Doñe,Clásicos: Ensayos,May 2013,437,3
Jose Zorrilla,Antonio de Valbuena,Clásicos: Ensayos,May 2013,69,43
Gran Canaria en su Encrucijada,Daniel Garzón Luna,"Negocios, Economía",Apr 2013,666,212
Cuentos Completos 1,Silvina Ocampo,Clásicos: Ensayos,Mar 2013,5504,391
Confesiones de un Burgués,Sandor Marai,Clásicos: Ensayos,Mar 2013,2555,434
Fedón,Platón,"Religión, Espiritualidad",Oct 2011,1344,N/A
Ser y el Tiempo,Martin Heidegger,"Religión, Espiritualidad",Oct 2011,5528,N/A
Presentacion Del Libro Universos: ¿Los Rostros de Dios?,MSc. Jorge Poveda,"Religión, Espiritualidad",Sep 2011,3421,703
Zadig,1694-1778 Voltaire,Clásicos: Ensayos,Aug 2011,946,28
"Candido, o El Optimismo",1694-1778 Voltaire,"Religión, Espiritualidad",Aug 2011,2014,39
Algo de Todo,Juan Valera,Clásicos: Ensayos,Aug 2011,3817,105
Estatuto de la Liga Filipina,Dr. José Rizal,Clásicos: Ensayos,Aug 2011,303,7
Democracia en Costa Rica,Jacobo Schifter,"Historia, Geografía, Ciencias Políticas",Aug 2011,264,N/A
Bocetos Californianos,Francisco Bret Harte,"Historia, Geografía, Ciencias Políticas",Jul 2011,5379,N/A
Cosas Nuevas y Viejas (Apuntes Sevillanos),Manuel Chaves,Clásicos: Ensayos,Jun 2011,1650,176
El Fuego del Dragón,Moisés Herrerías Diego,Ficción Contemporánea,Mar 2012,998,104
Los visitantes,Rubén Bustillos,Ciencia Ficción,Mar 2012,1350,31
Un sueño,Iván Serguéyevich Turguénev,Ficción Contemporánea,Mar 2012,681,53
La fuga del tiempo,"Barbú, el Gorila",Ficción Contemporánea,Mar 2012,873,N/A
Cuentos,"Barbú, el Gorila",Ficción Contemporánea,Mar 2012,714,N/A
El país de los sueños,María José Sobrino Simal,Ciencia Ficción,Mar 2012,1049,79
La Reliquia,Francisco Angulo Lafuente,Ficción Contemporánea,Feb 2012,554,296
Marte una Aventura de otro Planeta,Diana Laura Lopez  Pacheco,Novela Juvenil,Jan 2012,498,2
La llegada de los Gatos Cuánticos,Frederick Pohl,Ciencia Ficción,Jan 2012,1834,206
El día de los Ruidosos,Frede,Ficción Contemporánea,Jan 2012,665,17
La partida de ajedrez,AG,Novela Misterio,Mar 2012,760,8
El jinete ,AG,Ciencia Ficción,Mar 2012,784,5
El amo ,AG,Ciencia Ficción,Mar 2012,581,8
Diagnóstico de muerte,AG,Novela Misterio,Mar 2012,829,3
Aceite ,AG,Novela Misterio,Mar 2012,4369,4
Adiós Tierra,Álvaro Cotes Córdoba,Ciencia Ficción,Mar 2012,19711,26
Cuentos del hombrecillo del futuro,Daniel Boada,Ciencia Ficción,Mar 2012,2055,70
El secreto del buen vino (cuento manchego),Miguel Cruz,Ficción Contemporánea,Mar 2012,645,14
Conexión Urano 2- El Reino Azul,Fabio Del Santoro,Ciencia Ficción,Mar 2012,3250,N/A
Las Ciudades Invisibles,Italo Calvino,Ciencia Ficción,Mar 2012,2342,N/A
Tres-X ,RB,Ciencia Ficción,Mar 2012,1228,48
Las Doradas Manzanas ,RB,Ciencia Ficción,Mar 2012,2424,N/A
La ciudad,RB,Ciencia Ficción,Mar 2012,1272,N/A
451,RB,Ciencia Ficción,Mar 2012,5156,143
El vino ,RB,Ciencia Ficción,Mar 2012,1348,N/A
El peatón,RB,Ciencia Ficción,Mar 2012,900,N/A
El dragón 1,RB,Ciencia Ficción,Mar 2012,1951,4
El flautista,RB,Ciencia Ficción,Mar 2012,718,5
El Sonido ,RB,Ciencia Ficción,Mar 2012,1674,13
Al Abismo ,RB,Ciencia Ficción,Mar 2012,5737,N/A
Huyendo de Venus,Edgar Rice Burroughs,Ciencia Ficción,Mar 2012,1743,N/A
Carson de Venus,Edgar Rice Burroughs,Ciencia Ficción,Mar 2012,2077,N/A
Perdidos en Venus,Edgar Rice Burroughs,Ciencia Ficción,Mar 2012,1275,N/A
Piratas de Venus,Edgar Rice Burroughs,Ciencia Ficción,Mar 2012,1216,N/A
Los últimos días de Néstor,Luis Ernesto Romera.,Ciencia Ficción,Mar 2012,1064,206
Hombres de Acero,José Ignacio Núñez (Chetxu),Ciencia Ficción,Mar 2012,1052,111
Misterio o Realidad Evidente. ¿Usted que  cree?,Xu Chimá Pérez,Ciencia Ficción,Mar 2012,829,65
Escapar por los Pelos,Lord Dunsany,Novela Misterio,Mar 2012,405,3
Dioses ,ER,Ciencia Ficción,Mar 2012,4570,N/A
El Ajedrez ,ER,Ciencia Ficción,Mar 2012,2534,N/A
Truthland la Tierra de la Verdad,Manuel E. Piza,Clásicos: Ensayos,Dec 2016,141,212
Misterio Iniquidad,M. Rood,"Religión, Espiritualidad",Aug 2016,249,N/A
Rio Sagrado,w. s,Clásicos: Ensayos,Jun 2016,200,2520
Antología,Argentino Nadies,Clásicos: Ensayos,Apr 2016,127,33
La Muerte en los Ojos,Jean Pierre-Vernant,Clásicos: Ensayos,Mar 2016,315,N/A
Curso Esotérico de Kábala,Samuel Weor,"Autoayuda, Referencia",Feb 2016,1272,N/A
Estos Mataron a Kennedy,Rojas Robinson,Clásicos: Ensayos,Jan 2016,3085,N/A
Gestos,Axteger,"Autoayuda, Referencia",Nov 2014,2774,233
Una Historia como otra Cualquiera,Arnoldo Alfaro morales,Clásicos: Ensayos,Oct 2014,150,23
Dinastia,Luis Alberto Bilbao la Vieja,Clásicos: Ensayos,Jul 2014,77,49
La hormiga Elèctrica,Philip Dick,Literatura Infantil,Nov 2011,588,N/A
Historia del espacio ,LN,Literatura Infantil,Nov 2011,1492,N/A
Los ingerios del mundo anillo,Larry Niven,Ficción Contemporánea,Nov 2011,2039,262
El libro de arena,Jorge Luis Borges,Ciencia Ficción,Nov 2011,3048,4
El inmortal,Jorge Luis Borges,Ciencia Ficción,Nov 2011,2727,N/A
Crónicas Marcianas,Ray Bradbury,Ficción Contemporánea,Oct 2011,12664,199
Calidoscopio,Ray Bradbury,Ficción Contemporánea,Oct 2011,1710,9
El Evangelio de los vampiros,Anónimo,"Religión, Espiritualidad",Oct 2011,4241,33
El Aleph,Jorge Luis Borges,Estudios Latinoamericanos,Oct 2011,9203,N/A
Tomada,Julio ,Ciencia Ficción,Dec 2011,3458,7
De la Simetría ,Julio ,Ciencia Ficción,Dec 2011,1297,3
Lejana,Julio ,Ciencia Ficción,Dec 2011,1277,5
El Pueblo Aéreo,Julio Verne,Ciencia Ficción,Dec 2011,3583,210
El nuevo Acelerador,G.H. Wells,Aventura,Dec 2011,1220,12
Diario del Misterio 42,José Manuel García Bautista,Lecturas Rápidas,Dec 2011,306,14
Diario del Misterio 35,José Manuel García Bautista,Lecturas Rápidas,Dec 2011,785,16
Neogea 3- Futuro Imperfecto,Felix Calvo,Ciencia Ficción,Nov 2011,1845,202
Proyecto Neogea 2. Creando una raza,Felix Calvo,Ciencia Ficción,Nov 2011,1951,217
Proyecto Neogea 2. A través del tiempo,Felix Calvo,Ficción Contemporánea,Nov 2011,2521,226
La Triste Historia de un Playmobil Triste,A.R.P.,Ciencia Ficción,Apr 2012,640,56
El Círculo Cero,SG,Ciencia Ficción,Apr 2012,918,32
La Triste Historia de un Playmobil Tristre,Alex Ruiz Panach,Literatura Infantil,Apr 2012,837,56
El Bacilo Robado y Otros Incidentes,H.G. Wells,Ciencia Ficción,Apr 2012,1103,N/A
Los Oscuros Años luz,BW,Ciencia Ficción,Apr 2012,707,91
Herejías del dios,BW,Ciencia Ficción,Apr 2012,504,9
Los Superjuguetes Duran Todo el Verano,BW,Ciencia Ficción,Apr 2012,552,12
El Abismo en el Tiempo,H.P. Lovecraft,Ciencia Ficción,Apr 2012,2667,60
A Través de las Puertas de la llave de Plata,H.P. Lovecraft y E. Hoffmann Price,Ciencia Ficción,Apr 2012,8111,N/A
El libro de los Seres Imaginarios,Jorge Luis Borges,Ciencia Ficción,Apr 2012,5197,N/A
La isla del Cráneo Azul,Sergio Vladimir Luna,Aventura,May 2012,587,34
Viejos Cuentos,Carlos Duro,Ciencia Ficción,May 2012,675,269
Brujas y Buques. Estravaganza en Ciclo,Carlos Duro,Ciencia Ficción,May 2012,1838,399
De Yokohama a Buenos Aires,Carlos Duro,Ciencia Ficción,May 2012,765,314
Microrrelatos de Ciencia Ficción,Jose Ramon Perez Valdivieso,Ciencia Ficción,May 2012,1123,13
Odisea en Marte,Stanley G. Weinbaum,Ciencia Ficción,May 2012,479,41
El planeta de los Parásitos,Stanley G. Weinbaum,Ciencia Ficción,May 2012,315,36
La Saliva del Tigre,Pablo González Cuesta,Ficción Contemporánea,Apr 2012,732,75
Al Otro lado del Tiempo,RB,Ciencia Ficción,Apr 2012,5629,17
Ethan de Athos: Una Aventura en el Mundo de Miles Vorkosigan,Lois McMaster Bujold,Ciencia Ficción,Apr 2012,1273,135
Pequeño Hermano,Cory Doctorow,Ciencia Ficción,Jul 2012,396,72
Entre Diosas y Fieras,Generoso,Terror ,Jul 2012,639,N/A
Libro de los libros,Jorge Luis Borges,Ciencia Ficción,Jul 2012,2807,N/A
Antología de Ficción 2,Varios autores,Ciencia Ficción,Jul 2012,1545,N/A
Antología de Ficción 1,Varios Autores,Ciencia Ficción,Jul 2012,906,N/A
Tocando Fondo. En el Reino Mágico,Cory Doctorow,Ciencia Ficción,Jul 2012,895,N/A
Dossier,Jorge Luis Borges,Estudios Latinoamericanos,Jul 2012,734,N/A
Marcado por la Magia,Antonio J. Fernandez del Campo,Ciencia Ficción,Jul 2012,1866,325
Cuando se Caen los Floreros,Steven Yepes,Ciencia Ficción,Jun 2012,887,3
1769. Viaje Místico,Cristobal Ainoza Rodriguez,Ciencia Ficción,May 2012,4363,374
Demonios Personales,Gaarel,Ficción Contemporánea,Oct 2012,5018,366
"Crónicas de Sangre, Valor, y Pasión",William J. Dahl,Ciencia Ficción,Oct 2012,836,29
Los No Mundos,Fernando L.R.,Novela Misterio,Oct 2012,557,52
El Transplante,Andy García,Terror ,Oct 2012,3156,13
"Gleyghor. La Tierra Sombría. In Extremis, Nihil Obstat",Victor Hugo Miaz Serrano,Ciencia Ficción,Oct 2012,90,122
Mira los Alerquines,Vladimir Nabokov,Romance,Sep 2012,665,N/A
De Imaginación y Utopía,Anna Donner Rybak,Ciencia Ficción,Aug 2012,1109,290
"¡Clang, Clang!",Luis Bermer,Ciencia Ficción,Aug 2012,374,20
Esta Mañana y Otros Cuentos,Maedetti,Estudios Latinoamericanos,Aug 2012,1223,106
Pequeñas Mentirosas ,Elodie Marék,Ciencia Ficción,Jul 2012,1492,277
Un Camino Hacia lo Inexplicable,Peter Pedro,Ciencia Ficción,Nov 2012,1075,37
La República Independiente de La Cresta,Peter Pedro,Ciencia Ficción,Nov 2012,280,12
El Rehén,Peter Pedro,Ficción Contemporánea,Nov 2012,1565,25
Mutación,HK,Ciencia Ficción,Nov 2012,19896,142
Las ocho llaves del Edén,Mark Clifton,Ciencia Ficción,Nov 2012,1226,84
Un Guerrero de Marte,Edgar Rice Burroughs,Ciencia Ficción,Nov 2012,1413,145
El Hombre que Vino del Este,Claudio Erbin,Aventura,Nov 2012,9215,501
Mithology: La lucha Olímpica,Romner Jesús Bracho,Ciencia Ficción,Nov 2012,907,30
Gotas de Ilusion,Arianna Bacigalupo,Ciencia Ficción,Nov 2012,531,50
Shotgun,Daniel Sosa Cobo,Ciencia Ficción,Oct 2012,128,1
"Yo, y el mundo...",Rafael,Ciencia Ficción,Jan 2013,381,41
Informe de la Máquina Esquizoide,Toni Contijoch,Ciencia Ficción,Jan 2013,660,188
El Parque de la Escuela Enrique Amadoli ,Mima Fisher ,Novela Juvenil,Jan 2013,282,10
El Desdoblamiento ,Yolanda Pinto,Novela Misterio,Dec 2012,637,7
La Bruja,Yolanda Pinto,Novela Misterio,Dec 2012,505,22
El Designio del ángel,Ana Aleman,Romance,Dec 2012,2116,323
"Capitanes, Reyes y Dioses",Javier Ramírez Viera,Ciencia Ficción,Dec 2012,2065,162
La Estrella Enana,Javier Ramírez Viera,Novela Juvenil,Dec 2012,997,120
Personas Buscadas,Oscar Gomez Amenta,Ciencia Ficción,Dec 2012,1115,12
La Marca de Odín: El Despertar (Prólogo),Xavier Marcé,Ciencia Ficción,Dec 2012,587,9
Vega III y la Peste,Juan José Braun,Ciencia Ficción,Feb 2013,185,4
El fin del Reinado de Wildo,Faleman69,Ciencia Ficción,Feb 2013,2567,580
Grailem Spanish Edition,Gary L Beer,Ciencia Ficción,Feb 2013,379,69
El lobo y la Transmutante,Anónimo,Novela Juvenil,Feb 2013,1794,36
Historias para no Olvidar,RamirezNena+,Ciencia Ficción,Feb 2013,648,66
"Berto, Ayer Tuve un Sueño",Faleman69,Ciencia Ficción,Feb 2013,560,204
"Minerva, labios de Fresa",Francisco Limonche Valverde,Ciencia Ficción,Feb 2013,360,62
Potestas: El libro Prohibido,Fernando Barba,Ciencia Ficción,Feb 2013,1985,11
Más allá de tus Sueños,Iñaki Santamaría,Ciencia Ficción,Feb 2013,2047,90
En Busca de Respuestas Ebook,Conrado LC,Ciencia Ficción,Feb 2013,612,128
Lo que el Cielo le Robó al mar,Doria Perry,Ciencia Ficción,Apr 2013,1145,148
Vómito Cósmico,R. L. Stine,Ciencia Ficción,Apr 2013,647,41
Mil Millones,Abel Carvajal,Ficción Contemporánea,Apr 2013,294,28
Los Ovnis del Tercer Reich,Paulo Lopez,"Historia, Geografía, Ciencias Políticas",Apr 2013,986,21
Obra Crítica. 2,Jorge Luis Borges,Estudios Latinoamericanos,Apr 2013,1193,330
El Triángulo de las Bermudas,Charles Berlitz,Ciencia Ficción,Mar 2013,2753,110
Cuentos del Espacio y del Tiempo,G.H.,Ciencia Ficción,Mar 2013,6913,132
El secreto de Wilhem Storitz,Julio Verne,Aventura,Mar 2013,5856,169
Corazones en el Sepulcro,Jorge Buckingham,Ciencia Ficción,Mar 2013,713,32
Yotú,Jorge Villanueva,Ciencia Ficción,Mar 2013,113,22
Visiones y Sueños,Miguel Carballo,Ciencia Ficción,May 2013,645,78
Alienígenas Ilegales #2 La Nueva Polución,Noel Valle,Ciencia Ficción,May 2013,848,25
Maparomi Cupido,Mapamime,Ciencia Ficción,May 2013,345,97
83 Novelas,Mauricio Alberto Martínez Chimal,Ciencia Ficción,May 2013,2305,108
Alienígenas Ilegales #1 Adorable Rita,Noel Valle,Ciencia Ficción,May 2013,1884,28
La Hermandad  del  Nenúfar  de  Plata,Ángeles ( Seudónimo An Venet),Ciencia Ficción,May 2013,526,51
En el ojo del Huracán,Jesús Santos Hernández,Aventura,Apr 2013,1012,404
Corazón Alienígena y Otros Relatos,Gracia Muñoz,Terror ,Apr 2013,1143,16
Mindbook: un Futuro (im)probable.,Germán Gallego,Ciencia Ficción,Apr 2013,630,58
Pecado Original,Lisa Desrocherss,Ciencia Ficción,Apr 2013,908,N/A
Legend,Txetxu Núñez,Ciencia Ficción,Jun 2013,173,151
Memorias de Sangre,William Campos Lizarzaburu,Ficción Contemporánea,Jun 2013,158,200
El Hombre que no Sabía que Había Muerto,José Manuel Fernández,Ciencia Ficción,Jun 2013,3821,188
Memorias de Leimiroth I - Intercambio,Hernán Raúl Larraule,Ciencia Ficción,Jun 2013,65,87
Alienígenas Ilegales #5 Yo Soy la Resurrección,Noel Valle,Ciencia Ficción,May 2013,749,25
Alienígenas Ilegales #4 El Baile del Chico Malo,Noel Valle,Ciencia Ficción,May 2013,827,25
El Proceso,Eddy Leon Barreto,Ciencia Ficción,May 2013,783,118
El Proceso II,Eddy Leon Barreto,Ciencia Ficción,May 2013,440,119
Alienígenas Ilegales #3 Desamparadas,Noel Valle,Ciencia Ficción,May 2013,669,25
Pandemnia A.V.,David Quesada,Terror ,May 2013,1601,27
"Berto, Ayer Tuve un Sueño",Faleman69,Ciencia Ficción,Jul 2013,716,273
El Libro de los Libros. Literatura Antigua,"Morphynoman, Editor",Estudios Latinoamericanos,Jul 2013,954,162
Hades,Alexandra Adornetto,Ciencia Ficción,Jul 2013,4482,311
Cuentos de Ciencia Ficción de Autores Costarricenses,Varios Autores,Ciencia Ficción,Jun 2013,253,75
Victor. 'Los Pasos de la Mosca',Francisco Palacios,Terror ,Jun 2013,1411,37
Dibujos de Niños Abducidos por Alienígenas,Varios Autores,Ciencia Ficción,Jun 2013,415,71
Los OVNIS y la Nueva Conciencia,"Mark Albrecht, Brooks Alexander, Woodrow Nichols","Religión, Espiritualidad",Jun 2013,466,57
Virtua Dementia,David Alonso Cruz,Ficción Contemporánea,Jun 2013,352,93
El Escarabajo,Wilfredo Lanzas Fonseca,Ciencia Ficción,Jun 2013,534,64
Amelia. El Caballero y el Monstruo,Precioso Daimon,Ciencia Ficción,Jun 2013,3009,147
El Destello de los mil Soles,Isaí Cervantes,Ciencia Ficción,Aug 2013,956,59
Sub Umbra Alarum Tuarum,Emilio Gallo,Clásicos: Novelas y Cuentos,Aug 2013,487,158
Sector 9,Tatiana,Ciencia Ficción,Aug 2013,413,17
Regreso,Theodeon,Ciencia Ficción,Aug 2013,767,161
Adivina,Magali Pacheco,Clásicos: Novelas y Cuentos,Aug 2013,2068,5
Buscando Libertad,Fernanda B.P,Ciencia Ficción,Jul 2013,1565,58
Misteriosa Trilogía de Cuentos (Edición Extendida),Yosoy Popo,Ficción Contemporánea,Jul 2013,994,99
Los Centinelas del Tiempo,Jorge Manuel Diogo Peres ,Ciencia Ficción,Jul 2013,1638,25
La Mística Fragancia de los Sueños de Amor,Miguel Ángel Guerrero Ramos,Ciencia Ficción,Jul 2013,1475,66
Diasi Diano,Jose Agustin Hernandez Hernandez,Ciencia Ficción,Jul 2013,203,6
Bajo el Signo de Alpha. Ciencia Ficción Mexicana,Varios Autores ,Ciencia Ficción,Sep 2013,640,158
Antología de la Ciencia Ficción Latinoamericana,Rodolfo Alonso,Ciencia Ficción,Sep 2013,672,61
El Fuego Enano,Fátima Sánchez,Ciencia Ficción,Sep 2013,1910,274
P-1984,Anton Ridólov,Ciencia Ficción,Sep 2013,215,6
Alienígenas Positivos y Alienígenas Negativos,Anónimo,Ciencia Ficción,Aug 2013,1079,50
El Secreto Mejor Guardado,Rafalacios,Ciencia Ficción,Aug 2013,2152,279
Amenaza Extraterrestre,Salvaeixedo,Ciencia Ficción,Aug 2013,1098,186
"El Nacimiento De Jerry, Un Robot Heroico Y El Despertar Del Dios Leviatán",Eric Rojas Aguirre,Ciencia Ficción,Aug 2013,447,904
"Venus, La Bruja, Una Asesina Serial",Eric Rojas Aguirre,Ciencia Ficción,Aug 2013,909,340
Antología del Cuento Extraño,"Rodolfo G. Walsh, editor",Clásicos: Novelas y Cuentos,Aug 2013,4244,316
"Cuarto Tomo (El Nacimiento De Jerry, Un Robot Heroico Y El Despertar Del Dios Leviatán).",Eric Rojas Aguirre,Clásicos: Novelas y Cuentos,Sep 2013,323,176
"Tercer Tomo (El Nacimiento De Jerry, Un Robot Heroico Y El Despertar Del Dios Leviatán).", Eric Rojas Aguirre,Clásicos: Novelas y Cuentos,Sep 2013,202,152
"Segundo Tomo (El Nacimiento De Jerry, Un Robot Heroico Y El Despertar Del Dios Leviatán).",Eric Rojas Aguirre,Clásicos: Novelas y Cuentos,Sep 2013,471,159
Recuerdos,LoBujold.,Ciencia Ficción,Sep 2013,763,278
Poderes,UG,Ciencia Ficción,Sep 2013,988,252
Cuentos ,Ursuluin,Ciencia Ficción,Sep 2013,6711,205
